"symbol","name","price"
"UURBND.BA","Urban Outfitters, Inc.","35.19"
"UUSO.BA","UNITED STATES OIL FUND LP CEDEA","7,475.00"
"UUSOD.BA","UNITED STATES OIL FUND LP CEDEA","5.30"
"VVAC3P.BA","--","141,000.00"
"VVALEC.BA","VALE S.A. CEDEAR (EACH REP 0.5","8.32"
"VVALED.BA","Vale S.A.","8.59"
"VVALOC.BA","BANCO DE VALORES S.A.","0.40"
"VVALOD.BA","Banco de Valores S.A.","0.40"
"VVBC2O.BA","--","145,000.00"
"VVC.BA","VISA INC CEDEARS (EACH 18 REP 1","17.59"
"VVD.BA","Visa Inc.","18.16"
"VVEA.BA","Vanguard Tax-Managed Funds - Vanguard FTSE Developed Markets ETF","10,140.00"
"VVEAC.BA","META PLATFORMS INC CEDEAR EACH","6.95"
"VVEAD.BA","Vanguard Tax-Managed Funds - Vanguard FTSE Developed Markets ETF","7.13"
"VVIG.BA","VANGUARD SPECIALIZED FUNDS CEDE","8,605.00"
"VVIGD.BA","VANGUARD SPECIALIZED FUNDS CEDE","6.12"
"VVISTC.BA","VISTA OIL & GAS SAB DE CV CEDEA","18.93"
"VVISTD.BA","Vista Energy, S.A.B. de C.V.","18.64"
"VVODD.BA","Vodafone Group Public Limited Company","16.01"
"VVRTX.BA","Vertex Pharmaceuticals Incorporated","7,255.00"
"VVRTXD.BA","VERTEX PHARMACEUTICAL CEDEAR EA","4.84"
"VVSCVC.BA","--","106.25"
"VVSCVD.BA","--","110.50"
"VVSCVO.BA","--","156,630.00"
"VVSCWD.BA","--","102.40"
"VVSCWO.BA","--","150,500.00"
"VVST.BA","Vistra Corp.","9,620.00"
"VVSTD.BA","VISTRA CORP CEDEAR EACH 26  REP","6.90"
"VVXX.BA","BARCLAYS BANK PLC CEDEAR 5 REP","8,350.00"
"VVXXD.BA","BARCLAYS BANK PLC CEDEAR EACH 5","5.85"
"VVZD.BA","Verizon Communications Inc.","12.70"
"WWFCC.BA","WELLS FARGO & COMPANY CEDEAR EA","18.27"
"WWFCD.BA","Wells Fargo & Company","18.00"
"WWMTC.BA","WALMART INC CEDEAR EACH 6 REP 1","7.47"
"WWMTD.BA","Walmart Inc.","7.70"
"XX29Y6.BA","--","106.58"
"XX30N6.BA","--","99.80"
"XX31L6.BA","--","99.76"
"XXL6X.BA","--","98.40"
"XXLB.BA","The Select Sector SPDR Trust - The Materials Select Sector SPDR Fund","4,337.50"
"XXLBD.BA","SELECT SECTOR SPDR TRUST CEDEAR","3.09"
"XXLC.BA","The Select Sector SPDR Trust - The Communication Services Select Sector SPDR Fund","8,915.00"
"XXLCD.BA","The Select Sector SPDR Trust - The Communication Services Select Sector SPDR Fund","6.29"
"XXLE.BA","The Select Sector SPDR Trust - The Energy Select Sector SPDR Fund","39,960.00"
"XXLEC.BA","SELECT SECTOR SPDR TRUST CEDEAR","27.61"
"XXLED.BA","SELECT SECTOR SPDR TRUST CEDEAR","28.01"
"XXLF.BA","SELECT SECTOR SPDR TRUST CEDEAR","37,900.00"
"XXLFC.BA","SELECT SECTOR SPDR TRUST CEDEAR","25.90"
"XXLFD.BA","SELECT SECTOR SPDR TRUST CEDEAR","26.76"
"XXLI.BA","The Select Sector SPDR Trust - The Industrial Select Sector SPDR Fund","9,175.00"
"XXLID.BA","SELECT SECTOR SPDR TRUST CEDEAR","6.44"
"XXLK.BA","The Select Sector SPDR Trust - The Technology Select Sector SPDR Fund","4,482.50"
"XXLKD.BA","SELECT SECTOR SPDR TRUST CEDEAR","3.19"
"XXLP.BA","Meta Platforms, Inc.","8,255.00"
"XXLPC.BA","META PLATFORMS INC CEDEAR EACH","5.63"
"XXLPD.BA","SELECT SECTOR SPDR TRUST CEDEAR","5.82"
"XXLRE.BA","The Select Sector SPDR Trust - The Real Estate Select Sector SPDR Fund","7,120.00"
"XXLREC.BA","META PLATFORMS INC CEDEAR EACH","4.80"
"XXLRED.BA","The Select Sector SPDR Trust - The Real Estate Select Sector SPDR Fund","5.13"
"XXLU.BA","SELECT SECTOR SPDR TRUST CEDEAR","4,567.50"
"XXLUD.BA","SELECT SECTOR SPDR TRUST CEDEAR","3.22"
"XXLV.BA","The Select Sector SPDR Trust - The Health Care Select Sector SPDR Fund","8,030.00"
"XXLVC.BA","META PLATFORMS INC CEDEAR EACH","5.80"
"XXLVD.BA","SELECT SECTOR SPDR TRUST CEDEAR","5.71"
"XXLY.BA","The Select Sector SPDR Trust - The Consumer Discretionary Select Sector SPDR Fund","3,965.00"
"XXLYC.BA","META PLATFORMS INC CEDEAR EACH","2.72"
"XXLYD.BA","SELECT SECTOR SPDR TRUST CEDEAR","2.83"
"XXOMC.BA","EXXON MOBIL CORPORATION CEDEAR","15.25"
"XXOMD.BA","Exxon Mobil Corporation","15.42"
"XXPD.BA","XP Inc.","5.17"
"XXPEV.BA","XPeng Inc.","6,570.00"
"XXPEVD.BA","XPENG INC CEDEAR EACH  4 REPR 1","4.60"
"XXROXD.BA","XEROX HOLDINGS CORPORATION CEDE","2.03"
"XXY6X.BA","--","106.50"
"XXYZD.BA","BLOCK INC CEDEAR EACH REPR 1 AD","2.60"
"YY134D.BA","--","106.25"
"YYFCMD.BA","--","105.00"
"YYFCND.BA","--","103.00"
"YYFCNO.BA","--","145,360.00"
"YYFCOD.BA","--","103.00"
"YYFCOO.BA","--","144,030.00"
"YYM37D.BA","--","102.10"
"YYM37O.BA","--","146,990.00"
"YYM38C.BA","--","100.40"
"YYM38D.BA","--","103.70"
"YYM38O.BA","--","152,980.00"
"YYM39C.BA","--","106.85"
"YYM39D.BA","--","108.80"
"YYM39O.BA","--","154,980.00"
"YYM40D.BA","--","105.95"
"YYM40O.BA","--","151,000.00"
"YYM41D.BA","--","102.00"
"YYM41O.BA","--","144,820.00"
"YYM42C.BA","--","101.50"
"YYM42D.BA","--","102.90"
"YYM42O.BA","--","146,500.00"
"YYPFDC.BA","YPF SOCIEDAD ANONIMA","37.50"
"YYPFDD.BA","YPF Sociedad Anónima","38.28"
"ZZMD.BA","Zoom Communications, Inc.","2.05"
"ZZPC2D.BA","--","103.75"
"ZZPC2O.BA","--","155,000.00"
"ZZPC3D.BA","--","106.25"
"ZZPC3O.BA","--","149,680.00"
